#,Stage,Match,Battle ID,Blue Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Red Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Game Duration,Winner,Include
444,WC BOTG Luz B 6,2,744434266414602258,PRODIGY,Phoveus,Badang,Hayabusa,Mathilda,Granger,Joy,Kalea,Luo Yi,Yve,X.Borg,[PRDG] Hydrooo,Granger,4,1,5,12971,73355,4525,61417,[PRDG] Clark of Legend,Joy,4,4,5,11105,32503,2148,78473,[PRDG] Close with desires.,X.Borg,6,1,7,9728,58709,1450,124996,[PRDG] JETWELSOON,Yve,1,5,12,8366,45954,0,60308,[PRDG] Y4nxzuuu_,Mathilda,1,2,14,8553,16257,911,99866,PNC Esports,Fanny,Chip,Freya,Baxia,Harith,Lukas,Valentina,Cici,Pharsa,Esmeralda,,Harith,8,3,3,15051,88871,20884,68376,[PNC] dobleuzi,Lukas,2,7,2,10773,34817,6111,69257,[PNC] Super Willz,Esmeralda,2,2,7,11890,47007,2023,150454,,Pharsa,1,1,7,9785,53044,5065,37024,[PNC] Deyl Deyl Deyl,Baxia,0,3,7,8890,9801,521,145187,18:19:00,Red,
445,WC BOTG Luz B 6,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,WC BOTG Luz B 7,1,745466042113158642,PNC Esports,Fanny,Hayabusa,Freya,Baxia,Phoveus,Harith,Zhuxin,Yve,Ling,Faramis,,Harith,2,1,8,9337,33154,13722,21099,[PNC] dobleuzi,Ling,7,1,2,10686,30244,8584,25069,[PNC] Super Willz,Phoveus,2,3,10,7022,30999,0,87257,,Faramis,2,1,11,7626,31069,3460,38638,[PNC] Deyl Deyl Deyl,Baxia,4,1,12,7306,15171,1634,64932,NUAG Exagora,Chip,Kalea,Kimmy,Joy,Jawhead,Wanwan,Vexana,Selena,Badang,Cecilion,[KENET] snjwu_,Wanwan,2,4,4,8608,26745,2090,32888,[KENET] Zolk Sinatra.,Joy,1,2,3,7622,29836,0,50952,[KENET] Rein.,Badang,0,4,6,5256,11875,0,51062,[KENET] Яeverse.,Cecilion,2,3,3,6652,23437,0,30476,[KENET] Rez.,Jawhead,2,4,5,5255,23038,0,75879,12:48:00,Blue,
447,WC BOTG Luz B 7,2,745875326726665744,NUAG Exagora,Chip,Fanny,Baxia,Mathilda,Granger,Badang,Kalea,Cici,Zhask,Lukas,[KENET] snjwu_,Granger,5,2,3,10932,60644,4961,36987,[KENET] Zolk Sinatra.,Lukas,2,5,4,8410,53123,845,73519,[KENET] Rein.,Badang,0,5,3,6320,14707,0,69733,[KENET] Яeverse.,Zhask,1,3,6,7416,31968,0,18337,[KENET] Rez.,Mathilda,1,4,8,6563,20483,0,53119,PNC Esports,Hayabusa,Freya,Phoveus,Zhuxin,Harith,Ling,Fredrinn,Selena,Hylos,X.Borg,,Harith,5,1,9,10424,44979,13757,41081,[PNC] dobleuzi,Ling,8,2,1,11544,26196,7341,31189,[PNC] Super Willz,X.Borg,0,2,12,8811,26144,234,77218,,Zhuxin,5,1,12,8763,40825,4256,49541,[PNC] Deyl Deyl Deyl,Hylos,1,3,14,7827,14000,1722,97343,14:06:00,Red,
448,WC BOTG Luz B 7,3,746265060649041180,PNC Esports,Hayabusa,Freya,Fanny,Phoveus,Zhuxin,Badang,Yve,Mathilda,Granger,Hanzo,,Granger,11,3,3,16033,116687,20648,46898,[PNC] dobleuzi,Hanzo,3,0,3,14625,52554,11105,57032,[PNC] Super Willz,Phoveus,1,6,14,9956,53516,3876,157435,,Zhuxin,4,3,14,11626,87458,4149,68901,[PNC] Deyl Deyl Deyl,Badang,2,4,12,9920,49322,1321,122702,NUAG Exagora,Baxia,Ling,Chip,Harith,Cici,X.Borg,Moskov,Joy,Angela,Fredrinn,[KENET] snjwu_,Harith,8,3,6,15520,95700,10392,96983,[KENET] Zolk Sinatra.,Fredrinn,2,7,8,10778,35164,513,20518,[KENET] Rez.,X.Borg,3,3,10,11760,51873,0,140138,[KENET] Яeverse.,Angela,2,4,5,10634,21098,904,59328,[KENET] Rein.,Cici,1,4,13,10642,45661,1625,129756,19:39:00,Blue,
449,WC BOTG Luz B 8,1,746682359671522317,PRODIGY,Freya,Gloo,Chip,Mathilda,Baxia,Harith,Zhuxin,Kimmy,X.Borg,Selena,[PRDG] Hydrooo,Harith,6,4,7,9220,53884,7614,67193,[PRDG] Clark of Legend,Baxia,4,3,11,8056,37854,0,178027,[PRDG] Close with desires.,X.Borg,3,5,7,7367,38588,1566,98907,[PRDG] JETWELSOON,Selena,3,3,11,7262,42142,933,39907,[PRDG] Y4nxzuuu_,Mathilda,2,4,11,7267,19250,1635,77412,EEYAKIN,Lukas,Kalea,Phoveus,Badang,Hayabusa,Moskov,Joy,Suyou,Gatotkaca,Luo Yi,[EE] Banquirigz,Moskov,8,3,10,12432,100679,25661,55594,[EE] Kyle AD,Hayabusa,7,2,5,12920,41197,2138,31605,[EE] Ryuu.,Badang,2,6,10,7801,31536,2399,97300,[EE] Dwiinnn,Luo Yi,1,2,6,7572,40803,347,42467,[EE] Azicrowo.,Gatotkaca,1,5,9,7233,14250,0,84021,14:22:00,Red,
450,WC BOTG Luz B 8,2,747130535213894458,EEYAKIN,Mathilda,Kimmy,Phoveus,Kalea,Wanwan,Gloo,Badang,Zhuxin,Joy,Valir,[EE] Banquirigz,Wanwan,10,8,13,13451,93399,15155,67398,[EE] Kyle AD,Joy,14,5,11,15162,112828,508,115379,[EE] Ryuu.,Gloo,3,7,16,9922,39087,1107,171007,[EE] Dwiinnn,Valir,9,4,17,11128,79753,1135,47788,[EE] Azicrowo.,Kalea,3,8,23,9946,28170,1450,145359,PRODIGY,Fredrinn,Chip,Hayabusa,Valentina,Lukas,Granger,Pharsa,Luo Yi,Faramis,Chou,[PRDG] Hydrooo,Granger,15,6,10,14363,98199,2502,69878,[PRDG] Clark of Legend,Lukas,5,8,11,10659,59762,1889,140394,[PRDG] Close with desires.,Chou,3,8,9,9802,25319,2371,211541,[PRDG] JETWELSOON,Valentina,7,8,15,11641,55144,0,107097,[PRDG] Y4nxzuuu_,Faramis,2,9,22,10613,59226,336,115871,17:14:00,Blue,
451,WC BOTG Luz B 8,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,GS Min 1,1,747722828384815457,MTE Nexus,Fanny,Phoveus,Ling,Badang,Joy,Cecilion,Moskov,Roger,Cici,Karrie,,Karrie,5,3,10,11582,56423,3959,45427,[MTE-N] saykasandra emillian,Joy,6,4,6,12480,45814,0,62423,[MTE-N] ꜱʜɪʀᴏ,Cici,4,4,11,9269,59778,5602,123537,[MTE-N] Super Fitz.,Cecilion,4,5,11,9371,59615,0,49571,[MTE-N] Daijobu,Badang,0,5,15,7829,49647,358,98591,,Irithel,Gloo,Baxia,Minotaur,Granger,Fredrinn,Chip,Mathilda,Kalea,Kimmy,,Granger,12,1,4,17285,88002,19135,28733,,Fredrinn,1,3,12,11927,16557,1250,147777,,Kalea,1,5,11,8992,26650,218,140239,,Kimmy,6,3,13,11690,71436,5557,36149,,Minotaur,1,7,12,9013,18818,209,127943,17:46:00,Red,
453,GS Min 1,2,748673330417226959,,Gloo,Gatotkaca,Chip,Moskov,Franco,Lukas,Mathilda,Kalea,Baxia,Pharsa,,Moskov,3,0,6,9462,34315,33281,17868,,Lukas,9,2,5,10132,42157,1731,57432,,Baxia,2,4,9,6394,21799,0,86400,,Pharsa,4,0,10,7386,41419,2815,19249,,Franco,1,0,14,6405,17418,910,50577,MTE Nexus,Fanny,Phoveus,Joy,Lapu-Lapu,Xavier,Ling,Hayabusa,Badang,Jawhead,Harith,,Harith,3,2,1,7348,3128,0,32315,[MTE-N] saykasandra emillian,Ling,1,5,2,6389,14151,0,37826,[MTE-N] ꜱʜɪʀᴏ,Lapu-Lapu,0,4,3,5576,36640,1766,86808,[MTE-N] Super Fitz.,Xavier,2,3,4,6475,50633,1028,26331,[MTE-N] Daijobu,Jawhead,0,5,2,4698,11293,0,86687,12:07:00,Blue,
454,GS Min 2,1,749758011522932780,DEEA - Agila,Hayabusa,Chip,Mathilda,Arlott,Minotaur,Faramis,Phoveus,Gatotkaca,Heclurt,Brody,[DEEA] KIRR,Brody,1,3,2,7020,44334,560,36064,[DEEA] Oying,Heclurt,0,3,2,8689,14917,2328,37982,[DEEA] Soren Khent,Arlott,1,2,2,5992,22438,0,65017,[USeP ] Impostor.,Faramis,0,2,4,6542,25719,0,53590,[DEEA] Ch4kwawa,Minotaur,2,4,0,5461,10490,0,96088,,Ling,Joy,Baxia,Pharsa,Wanwan,Fredrinn,Kalea,Fanny,Angela,Lapu-Lapu,,Wanwan,3,0,9,10841,37413,31462,18136,,Fredrinn,4,0,9,8843,26705,2219,90589,,Lapu-Lapu,5,1,4,9372,4819,3666,109174,,Pharsa,1,2,7,7939,37801,5103,29278,,Angela,1,1,13,7235,11334,1269,19554,13:16:00,Red,
455,GS Min 2,2,750478612545922853,,Fanny,Wanwan,Fredrinn,Mathilda,Uranus,Baxia,Zhuxin,Lunox,Lylia,Granger,,Granger,4,4,4,12882,69474,16261,57855,,Baxia,3,4,3,9267,27680,814,183732,,Uranus,4,2,4,10463,48830,1260,241019,,Lylia,5,3,10,11817,70275,2201,67030,,Mathilda,1,2,15,9227,23240,5875,97028,DEEA - Agila,Kimmy,Valentina,Chip,Moskov,Phoveus,Lukas,Kalea,Hayabusa,Khaleed,Novaria,[DEEA] KIRR,Moskov,5,2,5,15713,80930,30709,39116,[DEEA] Oying,Lukas,7,4,7,11690,43299,2143,63109,[DEEA] Soren Khent,Phoveus,1,4,13,10026,54171,773,140313,[USeP ] Impostor.,Novaria,1,4,11,9919,74735,888,28303,[DEEA] Ch4kwawa,Khaleed,1,4,10,9034,39760,296,145146,43224:00:00,Red,
456,GS Min 3,1,751640534343479777,XCEED SGD,Zhuxin,Joy,Kalea,Hylos,Moskov,Uranus,Harith,Karrie,Roger,Angela,[XCD] Pole,Moskov,2,2,3,9784,20449,24070,23613,[XCD] Chad.,Roger,8,0,2,9800,37329,6040,36358,[XCD] Kidd,Uranus,1,3,6,8364,30757,1993,111701,[XCD] SHELBY,Angela,0,3,8,6560,19261,276,28047,[XCD] Keyg.,Hylos,0,5,7,6001,11307,74,90309,MTE Nexus,Lukas,Fredrinn,Chip,Natan,Cecilion,Badang,Ling,Fanny,Baxia,Hayabusa,,Natan,1,3,3,9296,37829,7009,34027,[MTE-N] saykasandra emillian,Hayabusa,6,2,6,9669,46830,1974,18902,[MTE-N] ꜱʜɪʀᴏ,Baxia,4,1,5,6841,20984,1365,93801,[MTE-N] Super Fitz.,Cecilion,2,2,9,7636,46830,1974,18902,[MTE-N] Daijobu,Badang,0,3,7,5874,30745,445,70855,12:43:00,Blue,
457,GS Min 3,2,752661675703007881,MTE Nexus,Badang,Arlott,Fanny,Cici,Granger,Nolan,Phoveus,Cecilion,Vexana,Minotaur,,Granger,6,2,9,12321,59868,9375,51636,[MTE-N] saykasandra emillian,Nolan,4,0,8,12647,47952,4727,40289,[MTE-N] ꜱʜɪʀᴏ,Cici,4,1,13,10930,68469,3764,162765,[MTE-N] Super Fitz.,Vexana,5,2,7,9145,37839,2943,26954,[MTE-N] Daijobu,Minotaur,1,4,15,8503,18796,745,150151,XCEED SGD,Zhuxin,Joy,Kalea,Mathilda,Harith,Fredrinn,Gatotkaca,Chip,Luo Yi,Paquito,[XCD] Pole,Harith,6,3,1,10918,95180,5262,84758,[XCD] Chad.,Fredrinn,2,2,2,9841,31336,0,120503,[XCD] Kidd,Paquito,1,3,2,10753,51021,3224,117918,[XCD] SHELBY,Luo Yi,0,7,5,7539,48155,118,49412,[XCD] Keyg.,Mathilda,0,5,6,7447,28020,0,84565,17:19:00,Blue,
458,GS Min 4,1,754200339146868276,,Wanwan,Angela,Baxia,Mathilda,Phoveus,Kimmy,Badang,Gloo,Irithel,X.Borg,,Irithel,4,2,9,9772,38359,18702,28737,,X.Borg,4,0,7,9915,39407,2685,44393,,Phoveus,3,2,7,6340,29154,1296,59542,,Kimmy,4,0,5,8412,21585,12705,9964,,Mathilda,1,0,13,6490,18839,2676,29488,,Lukas,Joy,Chip,Moskov,Fredrinn,Pharsa,Fredrinn,Kalea,Badang,Lapu-Lapu,,Moskov,1,3,3,7232,22631,7892,31075,,Fredrinn,0,3,3,4713,5912,0,60371,,Lapu-Lapu,1,3,2,5520,18711,0,64148,,Pharsa,2,3,1,6560,28766,0,29277,,Chou,0,4,3,2467,6472,0,48185,11:21:00,Blue,
459,GS Min 4,2,755279189730500061,,Fredrinn,Freya,Lukas,Kalea,CHang'e,Roger,Gloo,Franco,Cici,Karrie,,Karrie,0,3,2,5269,24215,0,33489,,Roger,1,4,1,5548,20610,0,44255,,Cici,1,2,0,4950,26335,1968,45340,,Angela,0,2,1,4273,16963,0,29693,,Kalea,0,3,2,3825,10478,0,45222,,Harith,Irithel,Chip,Zhuxin,Gatotkaca,Moskov,Mathilda,Wanwan,Baxia,Hanzo,,Moskov,5,0,8,8993,37199,30545,20735,,Hanabi,4,0,4,6994,21189,822,22595,,Gatotkaca,2,0,6,5932,17924,1422,54375,,Zhuxin,2,0,10,6685,30927,3444,16962,,Baxia,1,2,9,5829,18131,492,78225,9:54:00,Red,
460,GS Min 5,1,756332528416331145,USEP INVICTUM,Cici,Granger,Baxia,Phoveus,Kimmy,X.Borg,Wanwan,Angela,Irithel,Hylos,[USeP] KIRR,Irithel,8,0,8,9905,38748,25174,15443,[USeP] Oying,X.Borg,2,0,8,7488,26466,5199,30727,,Phoveus,3,0,11,6388,20369,997,41540,[USeP] Impostor.,Kimmy,3,1,12,7182,30250,6452,17972,[USeP] Ch4kwawa,Hylos,2,1,16,5820,12609,1463,61448,XCEED SGD,Zhuxin,Fanny,Kalea,Mathilda,Cecilion,Fredrinn,Moskov,Minotaur,Badang,Karrie,[XCD] Pole,Karrie,0,3,2,6360,11885,0,25692,[XCD] Chad.,Fredrinn,0,4,1,4306,9795,0,50781,[XCD] Kidd,Badang,0,4,1,4056,18862,0,53361,[XCD] SHELBY,Cecilion,1,3,0,4973,45265,0,28058,[XCD] Keyg.,Mathilda,1,4,1,3804,14432,0,37019,10:14:00,Blue,
461,GS Min 5,2,757177593296591889,XCEED SGD,Zhuxin,Fanny,Baxia,Kalea,Granger,Joy,Faramis,Mathilda,Vexana,Arlott,[XCD] Pole,Granger,9,6,5,10927,72991,490,48336,[XCD] Chad.,Joy,3,6,8,10234,59795,4152,112174,[XCD] Kidd,Arlott,3,3,9,8283,60709,0,148487,[XCD] SHELBY,Vexana,2,7,12,7814,62383,1573,44859,[XCD] Keyg.,Kalea,1,4,10,7358,25888,744,100678,USEP INVICTUM,Cici,Phoveus,Kimmy,Lukas,Moskov,Gatotkaca,Wanwan,Angela,Valentina,Badang,[USeP] KIRR,Moskov,6,4,9,12001,82441,11988,54711,[USeP] Oying,Lukas,14,3,6,11393,64397,6635,80908,,Badang,0,3,14,8484,33803,1092,117664,[USeP] Impostor.,Valentina,3,2,15,8790,48578,4065,68928,[USeP] Ch4kwawa,Gatotkaca,3,6,15,8413,31358,2077,176395,15:26:00,Red,
462,GS Min 6,1,771336807686415617,MTE Nexus,Fanny,Phoveus,Moskov,Joy,Vexana,Kalea,Irithel,Wanwan,X.Borg,Karrie,,Karrie,4,6,9,14509,83848,5878,72318,,Joy,4,5,7,18167,68835,579,99768,,X.Borg,12,5,9,15163,115243,1143,169918,[MTE-N] Super Fitz.,Vexana,1,2,13,12409,96557,614,39495,[MTE-N] Daijobu,Kalea,1,9,12,11019,32946,218,170615,USEP INVICTUM,Pharsa,Cici,Angela,Zhuxin,Baxia,Gatotkaca,Badang,Hayabusa,Roger,Lukas,[USeP] KIRR,Roger,9,4,9,18698,70714,9991,98557,[USeP] Oying,Lukas,9,2,10,16882,76949,6673,113250,,Gatotkaca,4,4,12,12428,35724,392,209808,[USeP] Impostor.,Zhuxin,5,5,17,13666,94936,878,94160,[USeP] Ch4kwawa,Baxia,0,7,20,10958,20219,0,252156,23:27:00,Red,
463,GS Min 6,2,772147512828309039,MTE Nexus,Fanny,Kalea,Moskov,Pharsa,Lukas,Cici,Joy,Fredrinn,Gatotkaca,Harith,,Harith,0,3,0,5028,16207,2720,31331,,Lukas,0,3,0,5182,6358,0,34408,,Cici,0,1,0,4835,16005,2493,48595,[MTE-N] Super Fitz.,Pharsa,0,1,0,4600,27932,0,17579,[MTE-N] Daijobu,Gatotkaca,0,3,0,3717,9402,0,71067,USEP INVICTUM,Ling,Baxia,Angela,Phoveus,Kimmy,Irithel,Badang,Hayabusa,Mathilda,X.Borg,[USeP] KIRR,Irithel,4,0,4,9416,37111,18913,14002,[USeP] Oying,X.Borg,3,0,7,7652,24583,6419,32549,,Phoveus,2,0,7,6653,27278,1085,22812,[USeP] Impostor.,Kimmy,2,0,5,7198,34231,7048,18287,[USeP] Ch4kwawa,Mathilda,0,0,11,5447,14818,1667,22812,10:38:00,Red,
464,GS Min 7,1,772996645042599595,XCEED SGD,Angela,Baxia,Zhuxin,Mathilda,Phoveus,Irithel,Cici,Fredrinn,Yi Sun-shin,Faramis,,Irithel,0,3,2,8365,26236,76,36602,[XCD] Chad.,Yi Sun-shin,3,3,1,8474,26558,500,38367,[XCD] Kidd,Phoveus,1,4,5,5651,41561,0,96071,[XCD] SHELBY,Faramis,2,3,5,7220,28553,685,52473,[XCD] Keyg.,Mathilda,1,6,5,5643,20567,0,56294,,Nolan,Ling,Kalea,Wanwan,Pharsa,Gatotkaca,Joy,Fanny,Hayabusa,Lukas,,Wanwan,8,1,3,10338,41827,15539,34419,,Hayabusa,0,1,5,8651,21399,983,28250,,Lukas,2,2,11,7442,28881,2200,83379,,Pharsa,6,1,8,8654,40405,2256,18878,,Gatotkaca,3,3,11,7404,25963,1854,93209,13:30:00,Red,
465,GS Min 7,2,773775679095651839,XCEED SGD,Phoveus,Angela,Baxia,Joy,Arlott,Granger,Badang,Cici,Valentina,Minotaur,,Granger,4,0,0,12929,46958,28242,27906,[XCD] Chad.,Joy,2,0,2,11632,33940,1521,42192,[XCD] Kidd,Arlott,0,0,6,9712,31802,6321,82116,[XCD] SHELBY,Valentina,5,1,4,11560,32082,8281,61948,[XCD] Keyg.,Minotaur,0,3,4,7912,12894,939,84087,,Chip,Pharsa,Kalea,Moskov,Mathilda,Fredrinn,Wanwan,Fanny,Lapu-Lapu,Novaria,,Moskov,2,1,2,10729,42974,3654,21699,,Fredrinn,0,2,3,8405,13870,0,102477,,Lapu-Lapu,0,2,4,7505,37085,0,108803,,Novaria,1,4,2,7525,45463,0,26228,,Mathilda,1,2,2,6518,8522,0,38522,16:25:00,Blue,
466,GS Min 8,1,774795025158850302,Ateneo Cavalry,Phoveus,Zhuxin,Mathilda,Chip,Freya,Arlott,Novaria,Irithel,Harith,Faramis,,Harith,4,8,9,11324,62391,3659,85227,,Freya,7,6,8,11949,65344,5090,112688,,Gloo,0,6,8,7646,29918,0,173659,,Faramis,5,9,7,9806,59580,276,106040,,Chip,1,8,12,7893,36562,0,136913,USEP INVICTUM,Granger,Moskov,Kalea,Badang,Gatotkaca,Lukas,Baxia,Kimmy,Valentina,Wanwan,[USeP] KIRR,Wanwan,23,4,7,14741,100901,13188,69406,[USeP] Oying,Lukas,6,4,16,11683,60818,10584,84485,,Badang,1,2,16,8437,37963,4002,99266,[USeP] Impostor.,Valentina,4,2,28,9824,68261,1404,75886,[USeP] Ch4kwawa,Gatotkaca,3,5,26,8372,26551,597,144599,15:31:00,Red,
467,GS Min 8,2,775693540907109966,Ateneo Cavalry,Zhuxin,Moskov,Phoveus,Mathilda,Irithel,Pharsa,Gloo,Hylos,Fredrinn,Masha,,Irithel,2,2,5,9365,44864,14358,30461,,Fredrinn,4,0,7,9557,35786,2604,76472,,Masha,3,4,0,7771,16828,9798,33816,,Pharsa,3,1,4,6884,37103,5142,20192,,Mathilda,0,0,9,6449,21002,3173,38746,USEP INVICTUM,Hanzo,X.Borg,Kalea,Khaleed,Angela,Roger,Baxia,Kimmy,Minsitthar,Lancelot,[USeP] KIRR,Roger,1,0,1,8272,19590,1609,39837,[USeP] Oying,Lancelot,4,2,0,8673,33995,324,46602,,Lapu-Lapu,0,3,2,6687,24723,196,94438,[USeP] Impostor.,Angela,1,1,4,5983,16411,0,16770,[USeP] Ch4kwawa,Khaleed,1,6,2,5043,19813,0,72326,12:23:00,Blue,
468,GS Min 9,1,776782267872007775,MTE Nexus,Fanny,Phoveus,Chip,Badang,Ling,Moskov,Fredrinn,Lukas,Zhask,Lapu-Lapu,,Moskov,0,4,3,5512,22530,0,42581,[MTE-N] saykasandra emillian,Ling,1,3,1,5199,14188,0,32432,[MTE-N] ꜱʜɪʀᴏ,Lapu-Lapu,1,5,1,6156,16478,896,87025,[MTE-N] Super Fitz.,Zhask,1,2,1,4958,31749,0,17481,[MTE-N] Daijobu,Badang,2,4,0,4705,18625,0,79458,,Joy,Kalea,Hayabusa,Wanwan,Baxia,Angela,Pharsa,Zhuxin,Yi Sun-shin,Yu Zhong,,Wanwan,5,2,3,9477,43552,18759,35779,,Yi Sun-shin,3,1,10,8432,44137,12525,35362,,Yu Zhong,3,0,6,7937,35473,5594,47579,,Angela,7,1,10,8270,26207,0,16774,,Baxia,0,1,7,5496,16887,0,76358,10:28:00,Red,
469,GS Min 9,2,777821740151954874,MTE Nexus,Gatotkaca,Fredrinn,Fanny,Nolan,Vexana,Granger,Hayabusa,Chip,Cici,Mathilda,,Granger,3,4,3,16008,85344,4040,80878,[MTE-N] saykasandra emillian,Nolan,3,5,5,16149,64641,9556,85094,[MTE-N] ꜱʜɪʀᴏ,Cici,5,3,7,13602,72076,4499,263703,[MTE-N] Super Fitz.,Vexana,2,3,7,11407,80198,1896,71013,[MTE-N] Andre.,Mathilda,1,7,11,11694,33731,1388,191394,,Lukas,Suyou,Baxia,Harith,Pharsa,Badang,Kalea,Joy,Arlott,Hanzo,,Harith,12,1,7,19872,118163,16127,119620,,Hanzo,2,1,9,17649,72105,7232,125616,,Arlott,2,4,6,14029,40065,4291,127588,,Pharsa,6,2,9,16393,105766,3935,57424,,Badang,0,6,9,12316,30583,927,176132,21:42:00,Red,
470,GS Min 10,1,779494294906300732,Ateneo Cavalry,Wanwan,Angela,Mathilda,Kalea,Pharsa,Chip,Valentina,Faramis,Irithel,Ling,,Irithel,7,5,8,17175,107558,4966,86266,,Ling,8,4,9,18296,56400,6467,87089,,Kalea,2,7,11,10582,32313,1930,226695,,Pharsa,5,7,11,11718,72577,0,48503,,Chip,0,7,19,10590,36350,0,223394,XCEED SGD,Granger,Lukas,Fanny,Joy,Baxia,Arlott,Zhuxin,Freya,Claude,Kimmy,,Claude,5,3,11,16019,90620,19008,56571,[XCD] Chad.,Joy,9,5,8,16837,94758,2272,104685,[XCD] Kidd,Arlott,10,5,11,13699,48937,4461,178009,[XCD] SHELBY,Kimmy,4,5,9,13680,82630,1619,65565,[XCD] Keyg.,Baxia,2,4,18,12224,49258,0,200554,22:54:00,Red,
471,GS Min 10,2,780685662999638539,Ateneo Cavalry,Wanwan,Angela,Kalea,Mathilda,Baxia,Phoveus,Minotaur,Gatotkaca,Valentina,Moskov,,Moskov,1,1,1,9176,51270,12676,26651,,Baxia,1,1,2,6639,15455,0,114216,,Phoveus,0,5,0,5587,29274,0,123717,,Valentina,1,2,2,6849,54825,786,62750,,Mathilda,1,2,2,5458,22115,905,57904,XCEED SGD,Fanny,Freya,Zhuxin,Pharsa,Lukas,Cici,Kalea,Granger,Ixia,Estes,,Ixia,5,0,4,9651,51017,16237,30070,[XCD] Chad.,Lukas,3,1,4,9114,42420,6007,62380,[XCD] Kidd,Cici,1,1,9,7662,60384,7618,120059,[XCD] SHELBY,Pharsa,2,1,4,8240,45049,3431,26965,[XCD] Keyg.,Estes,0,1,11,6620,7735,2228,34704,13:12:00,Red,
472,GS Vis 1,1,732088894024492658,Vamos Thunder,Mathilda,Zhuxin,Badang,X.Borg,Joy,Granger,Xavier,Novaria,Luo Yi,Kalea,[USC] SHIN TORU,Granger,12,1,2,12306,49233,24484,23193,[USC] LUKETZYY,Joy,2,2,7,8327,30480,1864,48279,[USC] SYVTZYY,X.Borg,3,1,12,6817,32199,0,68936,[USC] DAZA1,Luo Yi,2,2,9,6810,33326,2637,25513,[USC] DIGGER,Kalea,3,2,9,6512,15453,3876,56068,UCMN HOM1ES,Ling,Hayabusa,Harith,Yi Sun-shin,Irithel,Cici,Chip,Wanwan,Gatotkaca,Pharsa,[UCMN] ZANORIA,Irithel,4,5,1,7439,21939,0,28294,[UCMN] SARANSAN,Yi Sun-shin,1,4,4,6986,25988,0,33464,[UCMN] EngrSej,Cici,0,4,5,7260,36730,2479,69022,[UCMN] NUÑEZ,Pharsa,1,4,4,5872,30328,0,22434,[UCMN] MABUAN,Gatotkaca,2,5,3,5421,25374,0,75783,11:09:00,Blue,
