#,Stage,Match,Battle ID,Blue Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Red Team,Ban 1,Ban 2,Ban 3,Pick 1,Pick 2,Pick 3,Ban 4,Ban 5,Pick 4,Pick 5,Gold Player,Gold Hero,Gold Kills,Gold Deaths,Gold Assists,Gold Gold,Gold Damage,Gold Turret,Gold Dmg Taken,Jungler Player,Jungler Hero,Jungler Kills,Jungler Deaths,Jungler Assists,Jungler Gold,Jungler Damage,Jungler Turret,Jungler Dmg Taken,EXP Laner Player,EXP Laner Hero,EXP Laner Kills,EXP Laner Deaths,EXP Laner Assists,EXP Laner Gold,EXP Laner Damage,EXP Laner Turret,EXP Laner Dmg Taken,Mid Laner Player,Mid Laner Hero,Mid Laner Kills,Mid Laner Deaths,Mid Laner Assists,Mid Laner Gold,Mid Laner Damage,Mid Laner Turret,Mid Laner Dmg Taken,Roamer Player,Roamer Hero,Roamer Kills,Roamer Deaths,Roamer Assists,Roamer Gold,Roamer Damage,Roamer Turret,Roamer Dmg Taken,Game Duration,Winner,Include
23,UR Min,23,145125499273527245,ACLC Catalysts,,,,,,,,,,,[ACLCB] Sandara Park,Moskov,4,2,7,8746,39433,11386,32325,[ACLCB] astralzxc_,Fanny,13,0,4,9473,54815,1548,28064,[ACLCB] Bᴏʏᴅᴀᴠᴢ.,Phoveus,5,1,11,8663,36274,8178,34894,[ACLCB] Marc Evergarden,Zhuxin,4,1,9,8076,34072,3876,18897,[ACLCB] Holy 乂hit.,Tigreal,1,2,12,6186,12519,157,55999,Chixplay Esports,,,,,,,,,,,[CHX] Kira.,Karrie,0,6,2,6409,24264,2400,50196,[CHX] Jinwoo.,Alpha,1,7,4,5231,14248,0,52206,[CHX] Ryan.,Chou,2,5,2,6474,20981,2506,58909,[CHX] Ley.,Zhask,3,2,3,6573,31547,0,26062,[CHX] Dekyuu,Kalea,0,7,2,4762,14546,0,77212,11:08:00,Blue,
24,UR Min,24,824969773703805400,MTE Nexus,,,,,,,,,,,[MTE-N] i mitz u,Natan,3,1,10,12173,58283,16548,28803,[MTE-N] saykasandra emillian,Joy,5,2,10,15007,57158,2695,71220,[MTE-N] ꜱʜɪʀᴏ,Cici,3,1,13,10000,54238,6118,79545,[MTE-N] Super Fitz.,Zhask,7,2,7,8794,46396,2649,19215,[MTE-N] Daijobu,Chip,0,5,13,7237,21368,1012,105756,Ignacian Phoenix Esports,,,,,,,,,,,[IPE] Skysu,Irithel,4,3,4,10954,57917,3001,47326,[IPE] Clauss Tesvaye,Suyou,3,5,2,11048,28020,0,52769,[IPE] Nyx.,Phoveus,2,4,7,7720,36520,0,156602,[IPE] Tanshiro’,Zhuxin,1,1,8,9327,34783,0,45427,[IPE] Klaydjii,Tigreal,1,5,5,6905,11750,0,140645,16:24:00,Blue,
25,UR Min DE 1,1,755457665048362871,MTE Nexus,Fanny,Kalea,Chip,Badang,Hayabusa,Natan,Harith,Zhuxin,Xavier,Cici,[MTE-N] i mitz u,Natan,6,0,7,9238,29216,22291,20935,[MTE-N] saykasandra emillian,Hayabusa,6,1,10,10530,48835,2994,15732,[MTE-N] ꜱʜɪʀᴏ,Cici,2,0,13,8296,44393,7727,34879,[MTE-N] Super Fitz.,Xavier,6,0,12,7334,60630,3167,14659,[MTE-N] Andre.,Badang,4,2,12,6836,26186,1739,48445,Arctic,Mathilda,Joy,Freya,Hylos,Floryn,Lukas,Valentina,Gatotkaca,Cecilion,Irithel,[USePA] GUTSS,Irithel,1,4,1,6679,15494,0,34199,[USePA] BBBBBBB,Lukas,2,7,0,5762,27053,0,57408,[USePA] Vshone,Hylos,0,6,3,4519,15625,0,119876,[USePA] Mysophobia.,Cecilion,0,4,3,4835,20368,0,38104,[USePA] Dari,Floryn,0,3,3,4490,4019,0,32367,10:31:00,Blue,
26,UR Min DE 1,2,755742614653617579,MTE Nexus,Chip,Kalea,Fanny,Suyou,Natan,Jawhead,Hanzo,Freya,Hilda,Novaria,[MTE-N] i mitz u,Natan,0,3,4,10498,50401,8344,35825,[MTE-N] saykasandra emillian,Suyou,4,3,4,12754,51770,4396,61596,[MTE-N] ꜱʜɪʀᴏ,Hilda,0,6,3,7648,17808,0,185340,[MTE-N] Super Fitz.,Novaria,3,4,4,7792,65964,0,36528,[MTE-N] Andre.,Jawhead,3,6,4,7782,22550,0,129182,Arctic,Mathilda,Joy,Hayabusa,Badang,Floryn,Clint,Hayabusa,Cici,Selena,Thamuz,[USePA] GUTSS,Clint,12,1,1,13149,60051,12091,21483,[USePA] BBBBBBB,Thamuz,4,3,10,11139,72271,1056,132095,[USePA] Vshone,Badang,0,3,16,8787,36045,700,135306,[USePA] Mysophobia.,Selena,4,3,8,8283,49033,3146,46764,[USePA] Dari,Floryn,2,0,15,8323,11807,1750,20402,17:09:00,Red,
27,UR Min DE 1,3,756144486153571958,MTE Nexus,Chip,Kalea,Floryn,Mathilda,Harith,Cici,Jawhead,Natan,Zhask,Nolan,[MTE-N] i mitz u,Harith,6,1,6,10245,50153,9358,37410,[MTE-N] saykasandra emillian,Nolan,4,0,3,12317,24825,10178,27461,[MTE-N] ꜱʜɪʀᴏ,Cici,2,3,8,8336,27116,1767,94521,[MTE-N] Super Fitz.,Zhask,5,2,8,7727,44468,2267,31153,[MTE-N] Andre.,Mathilda,1,3,14,7640,21980,293,77114,Arctic,Joy,Hayabusa,Badang,Selena,Suyou,Phoveus,Lukas,Xavier,Floryn,Granger,[USePA] GUTSS,Granger,3,2,0,12106,33717,4182,28748,[USePA] BBBBBBB,Suyou,2,2,3,10603,34644,5574,66138,[USePA] Vshone,Phoveus,2,6,4,6305,32573,922,120725,[USePA] Mysophobia.,Novaria,0,4,4,6124,27977,211,25451,[USePA] Dari,Selena,2,4,4,6284,31002,0,38971,14:40:00,Blue,
28,UR Min DE 2,1,755479668165820404,XCEED SGD,Phoveus,Kalea,Chip,Mathilda,Fredrinn,Cecilion,Hanzo,Hayabusa,Natan,Lukas,[XCD] SANAAAAAAA,Natan,7,1,6,16424,84262,18508,39907,[XCD] Chad.,Fredrinn,0,5,13,12197,44117,1185,138896,[XCD] Kidd,Lukas,5,2,8,12122,64070,0,140325,[XCD] SHELBY,Cecilion,4,3,10,13555,87629,3285,39235,[XCD] Pole,Mathilda,3,5,14,12090,19446,2063,113697,HCDC Esports,Arlott,Zhuxin,Joy,Popol and Kupa,Hilda,Hylos,Wanwan,Cici,Yve,Suyou,[HCDC] kim yushin,Harith,11,4,1,14918,110371,15045,87163,[HCDC] Hysterax.,Suyou,2,4,2,14236,42274,4255,65405,[HCDC] Chivsssy,Hilda,3,3,5,11345,32647,2899,186892,,Yve,0,4,8,9706,51952,337,54627,[HCDC] Kyana Jenner,Hylos,0,4,13,9704,24924,182,208227,20:32:00,Blue,
29,UR Min DE 2,2,756057513065827466,HCDC Esports,Arlott,Mathilda,Floryn,Joy,Natan,Guinivere,Harith,Wanwan,Khaleed,Jawhead,[HCDC] kim yushin,Natan,1,4,3,8602,15352,2551,38315,[HCDC] Hysterax.,Joy,1,6,4,7515,17378,0,44888,[HCDC] Chivsssy,Khaleed,1,5,6,6756,21291,1266,76014,,Zhuxin,6,1,4,8220,32329,0,30964,[HCDC] Kyana Jenner,Jawhead,1,6,5,5646,17804,0,67568,XCEED SGD,Phoveus,Kalea,Chip,Gatotkaca,Selena,Hayabusa,Hylos,Hilda,Clint,Badang,[XCD] SANAAAAAAA,Clint,9,0,3,11112,44581,29275,8875,[XCD] Chad.,Hayabusa,5,1,11,10152,45861,5517,25492,[XCD] Kidd,Badang,2,2,13,8440,32713,4781,76433,[XCD] SHELBY,Selena,4,4,11,8442,25656,2433,21205,[XCD] Keyg.,Gatotkaca,2,3,13,6994,23935,200,67332,12:37:00,Red,
30,UR Min DE 2,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,UR Min DE 3,1,756707994452745078,ACLC Catalysts,Joy,Selena,Chip,Fanny,Hylos,Valentina,Harith,Natan,Gatotkaca,Brody,[ACLCB] Sandara Park,Brody,7,3,8,9536,50578,15886,24476,[ACLCB] astralzxc_,Fanny,12,1,7,10849,56589,5133,32239,[ACLCB] Park Dayoung,Gatotkaca,4,1,17,6885,27391,1784,66690,[ACLCB] Marc Evergarden,Valentina,3,3,15,6672,42881,4563,45303,[ACLCB] Holy 乂hit.,Hylos,3,0,21,6823,24009,3516,75258,Sarimanok Esports - Budiak,Mathilda,Kalea,Phoveus,Floryn,Lukas,Valir,Irithel,Fredrinn,Karrie,Moskov,[SME] harithiikon,Irithel,0,5,5,6376,23606,0,39275,[SME] Grove,Fredrinn,2,6,6,5996,37483,0,98403,[SME] WildHammer,Lukas,3,6,2,4984,46391,0,76233,[SME] Gusshin,Valir,2,6,5,5118,39276,0,38266,[SME] Ryy.,Floryn,1,6,4,4989,9141,0,32912,11:00:00,Blue,
32,UR Min DE 3,2,756977920262398470,ACLC Catalysts,Joy,Selena,Chip,Kalea,Gatotkaca,Xavier,Harith,Suyou,Hayabusa,Granger,[ACLCB] Sandara Park,Granger,10,2,8,8522,43492,17614,17832,[ACLCB] astralzxc_,Hayabusa,8,1,7,7974,45402,8800,20483,[ACLCB] Park Dayoung,Kalea,0,0,16,5556,19353,5775,46051,[ACLCB] Marc Evergarden,Xavier,6,0,17,6468,50487,4319,6819,[ACLCB] Holy 乂hit.,Gatotkaca,4,0,21,5588,24717,3534,55199,Sarimanok Esports - Budiak,Lukas,Mathilda,Fanny,Phoveus,Hylos,Cecilion,Moskov,Karrie,Brody,Alpha,[SME] harithiikon,Brody,2,7,0,4069,14555,0,37824,[SME] Grove,Alpha,0,6,2,4093,9679,0,41180,[SME] Rad.,Phoveus,1,5,0,4887,31220,5361,58987,[SME] Gusshin,Cecilion,0,3,1,4024,21801,0,29440,[SME] Ryy.,Hylos,0,7,1,3380,12839,0,71129,8:29:00,Blue,
33,UR Min DE 3,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,UR Min DE 4,1,756735619682393115,TEAM 7,Fanny,Suyou,Gatotkaca,Kalea,Badang,Irithel,Zhuxin,Moskov,Fredrinn,Pharsa,[TM7] SohCahToa,Irithel,1,4,3,8618,34213,845,54530,[TM7] Meowmere,Fredrinn,4,3,1,7803,20191,0,81667,[TM7] Khalil,Badang,1,3,3,7638,21410,0,86590,[TM7] Feiyun,Pharsa,0,1,6,7504,25352,0,33248,[TM7] Filix,Kalea,0,6,6,6433,13242,0,86979,HCDC Esports - A,Freya,Alice,Chip,Phoveus,Joy,Mathilda,Hayabusa,Lukas,Granger,Novaria,[HCDCA] Ameer.,Granger,5,1,6,11627,50446,17048,27512,[HCDCA] Gilzareth,Joy,2,0,9,11521,43082,6854,45711,[HCDCA] Toshiro,Phoveus,4,3,11,8534,55743,0,125351,[HCDCA] Keria,Novaria,3,0,9,8232,40987,2058,6265,[HCDCA] Pablo,Mathilda,3,2,13,8014,21133,2583,57938,14:26:00,Red,
35,UR Min DE 4,2,757001911949714082,TEAM 7,Fanny,Mathilda,Phoveus,Kalea,Badang,Suyou,Granger,Gatotkaca,Karrie,Lunox,[TM7] SohCahToa,Karrie,3,3,4,9587,37963,10220,33752,[TM7] Meowmere,Suyou,3,4,6,9999,36368,4579,53201,[TM7] Khalil,Badang,0,3,4,8381,16997,1641,63374,[TM7] Feiyun,Lunox,6,3,2,7800,38627,0,27993,[TM7] Filix,Kalea,0,2,9,6801,12086,271,64576,HCDC Esports - A,Freya,Alice,Chip,Hylos,Joy,Novaria,Zhuxin,Vexana,Irithel,Chou,[HCDCA] Ameer.,Irithel,6,0,6,12666,40447,22533,8588,[HCDCA] Gilzareth,Joy,6,2,4,11428,26420,4165,35861,[HCDCA] Toshiro,Hylos,1,3,12,9210,17938,2182,108175,[HCDCA] Keria,Novaria,1,1,13,8625,45245,4525,8948,[HCDCA] Pablo,Chou,1,6,7,7894,12964,1155,70309,14:24:00,Red,
36,UR Min DE 4,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,UR Min DE 5,1,756755355057118356,Arctic,Joy,Phoveus,Fanny,Kalea,Suyou,Selena,Hylos,Zhuxin,Karrie,Tigreal,[USePA] GUTSS,Karrie,5,4,1,8375,31628,2178,43746,[USePA] BBBBBBB,Suyou,2,5,8,8807,53037,0,58396,[USePA] Vshone,Kalea,2,9,8,6272,27708,1426,109766,[USePA] Mysophobia.,Vexana,2,4,8,6686,49401,0,37913,[USePA] Dari,Tigreal,1,5,6,6209,9620,0,105316,HCDC Esports,Mathilda,Floryn,Badang,Chip,Popol and Kupa,Hayabusa,Natan,Gatotkaca,Lukas,Valentina,[HCDC] kim yushin,Harith,11,0,12,11676,86205,18095,57494,[HCDC] Hysterax.,Hayabusa,6,4,6,9608,34427,2382,35361,[HCDC] Chivsssy,Lukas,6,2,13,8660,45829,9855,82207,,Valentina,3,2,14,9109,38165,2940,40428,[HCDC] Kyana Jenner,Chip,1,4,18,7333,24947,503,86514,13:33:00,Red,
38,UR Min DE 5,2,757014517678727922,Arctic,Joy,Fanny,Chip,Badang,Natan,Luo Yi,Zhuxin,Selena,Hilda,Julian,[USePA] GUTSS,Natan,7,4,3,16614,58355,13731,51328,[USePA] BBBBBBB,Julian,1,8,8,12853,58687,0,102818,[USePA] Vshone,Badang,2,7,4,8783,33545,0,138655,[USePA] Mysophobia.,Luo Yi,4,5,11,9656,44240,522,39318,[USePA] Dari,Hilda,3,7,5,8725,39918,464,113844,HCDC Esports,Mathilda,Phoveus,Floryn,Kalea,Popol and Kupa,Clint,Hayabusa,Suyou,Lukas,Pharsa,[HCDC] kim yushin,Harith,21,5,6,16713,111024,19251,81271,[HCDC] Hysterax.,Ling,4,2,13,15786,54561,7913,45903,[HCDC] Chivsssy,Lukas,1,4,9,9717,27640,2825,91282,,Pharsa,5,3,15,10532,60893,3685,39647,[HCDC] Kyana Jenner,Kalea,0,3,23,9532,22349,3343,119819,19:03:00,Red,
39,UR Min DE 5,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,UR Min DE 6,1,757511544179126175,Sarimanok Esports - Budiak,Fanny,Lukas,Floryn,Phoveus,Xavier,Moskov,Karrie,Gatotkaca,Chou,Hanzo,[SME] harithiikon,Moskov,0,4,5,6352,20085,681,44259,[SME] Grove,Hanzo,4,2,4,8008,31057,198,56135,[SME] Rad.,Phoveus,5,4,0,7101,26712,2981,70771,[SME] Gusshin,Xavier,1,4,5,5521,24872,0,30697,[SME] Ryy.,Chou,1,6,4,4869,10952,0,83079,TEAM 7,Joy,Kalea,CHang'e,Suyou,Mathilda,Zhuxin,Hayabusa,Hylos,Badang,Irithel,[TM7] SohCahToa,Irithel,8,0,7,10161,71445,12745,40744,[TM7] Meowmere,Suyou,1,4,11,8266,23306,11617,32805,[TM7] Khalil,Badang,0,3,9,6612,31796,2763,70301,[TM7] Feiyun,Zhuxin,9,2,5,7678,43046,1613,41143,[TM7] Filix,Mathilda,2,2,14,6671,24138,3481,55573,11:20:00,Red,
41,UR Min DE 6,2,757745735860876717,Sarimanok Esports - Budiak,Lukas,Fanny,Mathilda,Hayabusa,Pharsa,Ixia,Phoveus,Julian,X.Borg,Tigreal,[SME] harithiikon,Ixia,11,6,5,11612,63683,7416,67104,[SME] Grove,Hayabusa,3,3,15,10833,64679,3447,52070,[SME] WildHammer,X.Borg,3,5,10,8503,36331,1036,71982,[SME] Gusshin,Pharsa,7,8,11,8458,45885,940,41415,[SME] Ryy.,Tigreal,4,7,15,8439,20404,0,124035,TEAM 7,Joy,Kalea,Hylos,Chip,Alpha,Zhuxin,Gatotkaca,Suyou,Irithel,Badang,[TM7] SohCahToa,Irithel,5,5,13,13038,57710,10249,48864,[TM7] Meowmere,Alpha,4,4,13,12376,38011,4336,58907,[TM7] Khalil,Badang,5,4,11,10157,34695,2435,106871,[TM7] Feiyun,Zhuxin,11,5,14,11259,54019,870,58553,[TM7] Filix,Chip,4,10,18,9015,38040,401,98558,16:09:00,Red,
42,UR Min DE 6,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,UR Min DE 7,1,756858520171568916,MTE Nexus,Fanny,Badang,Selena,Mathilda,Joy,Harith,Floryn,Angela,X.Borg,Xavier,[MTE-N] i mitz u,Harith,8,3,5,11117,89368,2461,85574,[MTE-N] saykasandra emillian,Joy,6,4,5,13603,81368,4011,104334,,X.Borg,1,6,10,8375,75251,0,158983,[MTE-N] Super Fitz.,Xavier,2,3,13,8221,109312,2330,49360,[MTE-N] Daijobu,Mathilda,0,3,16,8227,27099,214,102810,XCEED SGD,Kalea,Chip,Lukas,Fredrinn,Arlott,Moskov,Phoveus,Hilda,Hylos,Valir,[XCD] SANAAAAAAA,Moskov,4,2,5,14296,56273,21430,39454,[XCD] Chad.,Fredrinn,4,1,10,11779,45166,1632,214898,[XCD] Kidd,Arlott,7,4,6,11096,56408,4893,181750,[XCD] SHELBY,Valir,2,5,12,10152,40039,2487,56201,[XCD] Keyg.,Hylos,2,5,15,8925,29063,489,181029,17:22:00,Red,
44,UR Min DE 7,2,757190121711593324,MTE Nexus,Fanny,Badang,Selena,Joy,Cici,Moskov,Floryn,Hilda,Zhask,Khufra,[MTE-N] i mitz u,Moskov,1,4,3,6452,11915,0,30912,[MTE-N] saykasandra emillian,Joy,4,3,2,7786,37736,0,50485,,Cici,0,4,6,5456,33598,0,65587,[MTE-N] Super Fitz.,Zhask,3,0,4,6032,38198,0,13014,[MTE-N] Daijobu,Khufra,0,6,4,4603,12561,0,95355,XCEED SGD,Mathilda,Kalea,Chip,Gatotkaca,Harith,Hayabusa,Hylos,Cecilion,Selena,Arlott,[XCD] SANAAAAAAA,Harith,6,0,4,9813,43880,16419,24905,[XCD] Chad.,Hayabusa,4,3,2,8362,23793,7766,28524,[XCD] Kidd,Arlott,6,1,5,8204,36585,5056,67502,[XCD] SHELBY,Vexana,0,2,12,6911,34372,3530,25234,[XCD] Keyg.,Gatotkaca,1,2,12,6245,26051,377,78743,11:24:00,Red,
45,UR Min DE 7,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,UR Min DE 8,1,758366792426849596,ACLC Catalysts,Joy,Phoveus,Suyou,Fanny,Gatotkaca,Hylos,Cecilion,Hayabusa,Moskov,Faramis,[ACLCB] Sandara Park,Moskov,4,6,9,13102,106902,24038,105773,[ACLCB] astralzxc_,Fanny,7,7,14,14840,70436,3970,99350,[ACLCB] Park Dayoung,Gatotkaca,8,5,19,12228,76734,1460,307784,[ACLCB] Marc Evergarden,Faramis,7,5,16,12141,118245,1550,125929,[ACLCB] Holy 乂hit.,Hylos,6,5,23,12126,52835,2226,241947,HCDC Esports - A,Lukas,Freya,Chip,Kalea,Mathilda,Karrie,Granger,Natan,Zhuxin,Ling,[HCDCA] Ameer.,Karrie,7,7,5,13841,138453,9558,126298,[HCDCA] Gilzareth,Ling,8,6,10,15324,81127,6311,105781,[HCDCA] Toshiro,Kalea,1,5,20,10568,62879,2797,275490,[HCDCA] Keria,Zhuxin,8,7,11,13259,87914,0,145049,[HCDCA] Pablo,Mathilda,4,7,18,10489,50311,1527,191217,511:12:00,Blue,
47,UR Min DE 8,2,758690117564894384,ACLC Catalysts,Joy,Phoveus,Fanny,Moskov,Suyou,Carmilla,Harith,Hayabusa,Cecilion,Gatotkaca,[ACLCB] Sandara Park,Moskov,1,3,5,9610,23622,27349,38505,[ACLCB] astralzxc_,Suyou,1,2,1,11335,44896,1653,60294,[ACLCB] Park Dayoung,Gatotkaca,6,1,8,8384,36772,4228,113436,[ACLCB] Marc Evergarden,Cecilion,8,1,10,9569,74346,2726,38505,[ACLCB] Holy 乂hit.,Carmilla,3,2,14,8234,16158,2692,78157,HCDC Esports - A,Lukas,Faramis,Freya,Chip,Badang,Novaria,Kalea,Zhuxin,Irithel,Hanzo,[HCDCA] Ameer.,Irithel,2,4,4,9395,27114,720,41558,[HCDCA] Gilzareth,Hanzo,2,4,3,9027,33903,0,74360,[HCDCA] Toshiro,Badang,1,4,5,7819,30992,1362,89355,[HCDCA] Keria,Novaria,4,1,5,8159,56310,0,19010,[HCDCA] Pablo,Chip,0,6,8,6623,20531,0,95323,14:30:00,Blue,
48,UR Min DE 8,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,UR Min DE 9,1,758309660771877857,MTE Nexus,Fanny,Kalea,Badang,Chip,Hayabusa,Valentina,Floryn,Hylos,Natan,Cici,[MTE-N] i mitz u,Nolan,6,0,6,10003,37690,29357,20688,[MTE-N] saykasandra emillian,Hayabusa,7,0,11,9931,54816,4781,23243,,Cici,2,1,10,7606,40186,6242,63305,[MTE-N] Super Fitz.,Valentina,3,1,9,6477,37867,968,32750,[MTE-N] Daijobu,Chip,2,3,9,5927,19929,0,56118,TEAM 7,Joy,Mathilda,Selena,Zhuxin,Lukas,Phoveus,Moskov,Gatotkaca,Irithel,Carmilla,[TM7] SohCahToa,Irithel,2,3,2,6364,30139,3234,36435,[TM7] Meowmere,Lukas,2,7,0,5389,32828,0,54671,[TM7] Khalil,Phoveus,0,4,3,5554,22732,0,77808,[TM7] Feiyun,Zhuxin,1,3,1,5814,23790,0,40943,[TM7] Filix,Carmilla,0,3,4,4465,14321,0,68276,10:57:00,Blue,
50,UR Min DE 9,2,768574956606786070,TEAM 7,Joy,Chip,Lukas,Suyou,Edith,Irithel,Hayabusa,Moskov,Tigreal,Faramis,[TM7] SohCahToa,Irithel,10,6,12,19750,110987,11989,129221,[TM7] Meowmere,Suyou,10,4,9,19527,103889,2290,157559,[TM7] Khalil,Edith,5,7,10,15999,62059,2295,328542,[TM7] Feiyun,Faramis,4,6,17,16977,92089,0,141167,[TM7] Filix,Tigreal,0,5,19,14610,27521,348,291348,MTE Nexus,Fanny,Mathilda,Kalea,Badang,Pharsa,Jawhead,Zhuxin,Hylos,Brody,Hanzo,[MTE-N] i mitz u,Brody,7,5,6,19999,101737,22069,101849,[MTE-N] saykasandra emillian,Hanzo,10,4,9,18611,166423,3644,158324,,Jawhead,6,6,5,17092,56505,2542,135546,[MTE-N] Super Fitz.,Pharsa,3,6,12,16325,110094,0,64530,[MTE-N] Daijobu,Badang,2,8,15,13642,84891,523,345890,27 : 34,Blue,
51,UR Min DE 9,3,759006106898797434,MTE Nexus,Fanny,Kalea,Zhuxin,Badang,Popol and Kupa,Hayabusa,Faramis,Moskov,Vexana,Johnson,[MTE-N] i mitz u,Harith,6,5,7,12146,48590,2005,49350,[MTE-N] saykasandra emillian,Hayabusa,5,2,2,13722,43794,6547,44359,,X.Borg,2,0,8,10664,40781,3457,66797,[MTE-N] Super Fitz.,Vexana,2,1,11,9502,45297,9733,19621,[MTE-N] Daijobu,Badang,1,6,10,8470,31129,1007,96514,TEAM 7,Joy,Chip,Mathilda,Suyou,Cici,Tigreal,Valentina,Selena,Cecilion,Irithel,[TM7] SohCahToa,Irithel,4,2,7,12229,45369,5304,45752,[TM7] Meowmere,Suyou,3,3,6,10330,25999,0,40488,[TM7] Khalil,Cici,1,5,5,8696,21484,419,88453,[TM7] Feiyun,Cecilion,5,1,5,10543,58785,0,47559,[TM7] Filix,Tigreal,1,5,7,7815,6077,0,81759,16:51:00,Blue,
52,UR Min DE 10,1,759171587693745867,HCDC Esports - A,Kalea,Lukas,Phoveus,Gatotkaca,Joy,Khaleed,Cici,Hylos,Vexana,Moskov,[HCDCA] Ameer.,Moskov,1,6,3,9862,34857,4509,44338,[HCDCA] Gilzareth,Joy,1,4,2,8760,19374,1515,60925,[HCDCA] Toshiro,Gatotkaca,0,4,1,7526,20956,0,132640,[HCDCA] Keria,Vexana,0,2,3,7624,41556,0,24823,[HCDCA] Pablo,Khaleed,3,1,1,7252,35291,0,119060,HCDC Esports,Mathilda,Floryn,Badang,Fanny,Chip,Popol and Kupa,Natan,Karrie,Zhuxin,Hilda,[HCDC] kim yushin,Harith,8,2,6,13000,106661,21930,50429,[HCDC] Hysterax.,Fanny,6,2,5,11696,49548,1916,60831,[HCDC] Chivsssy,Hilda,3,1,7,8732,33466,2711,115674,,Zhuxin,0,0,9,9440,31612,1963,22687,[HCDC] Kyana Jenner,Chip,0,0,11,7928,20584,1242,74416,15:56:00,Red,
53,UR Min DE 10,2,759565577928711731,HCDC Esports - A,Harith,Zhuxin,Kalea,Phoveus,Suyou,Gatotkaca,Joy,Yve,Wanwan,Novaria,[HCDCA] Ameer.,Wanwan,0,3,1,7218,23285,420,34155,[HCDCA] Gilzareth,Suyou,1,4,1,5567,15189,0,34763,[HCDCA] Toshiro,Phoveus,1,6,1,4862,32035,0,83783,[HCDCA] Keria,Novaria,0,2,2,4561,28742,0,17066,[HCDCA] Pablo,Gatotkaca,0,6,2,4470,21626,0,93150,HCDC Esports,Mathilda,Fanny,Floryn,Natan,Chip,Hylos,Karrie,Granger,CHang'e,Hayabusa,[HCDC] kim yushin,Natan,8,0,9,10765,66379,22286,36470,[HCDC] Hysterax.,Hayabusa,8,2,10,8277,44133,8367,55262,[HCDC] Chivsssy,Hylos,1,0,13,7531,25077,3946,84844,,Angela,3,0,16,7488,17471,1724,2071,[HCDC] Kyana Jenner,Chip,1,0,14,6109,15595,1275,43280,11:15:00,Red,
54,UR Min DE 10,3,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
